created_at,in_reply_to_user_id,referenced_tweet,ref_type,text,id,source,user_description,user_created_at,user_followers_count,verified,user_location,user_id,user_screen_name
Mon May 09 06:15:48 +0000 2022,,1523398158340227072,retweet,RT @TahirImran: This is Eurocopter AS350B3 Ecureuil registration AP-BIM owned by government of KP. KP govt has 2 helicopters. The other one…,1523547262752034816,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,Sun Aug 31 15:00:44 +0000 2014,197,False,,2782426718,usmananees78
Mon May 09 06:16:32 +0000 2022,,1523191572577374209,quote,This is like when Krogers closed stores in California rather than pay grocery workers an extra four dollars an hour… https://t.co/VparBIMFFL,1523547447670489088,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","PLEASE wear a mask.  You CAN transmit Covid without having symptoms. Protect others by MASKING UP. 

#ProudChicagoan #SussexSquad #Prodemocracy #Goddess",Thu Mar 28 01:55:28 +0000 2019,762,False,,1111084358427910146,TruthMatters333
Mon May 09 06:16:45 +0000 2022,,1523398158340227072,retweet,RT @TahirImran: This is Eurocopter AS350B3 Ecureuil registration AP-BIM owned by government of KP. KP govt has 2 helicopters. The other one…,1523547503366635520,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",234 Ahmad Block Garden Town Lahore Pakistan,Thu Sep 12 17:23:01 +0000 2019,370,False,"Lahore, Pakistan",1172198574840569857,sheikhs34856272
Mon May 09 06:17:40 +0000 2022,,1523398158340227072,retweet,RT @TahirImran: This is Eurocopter AS350B3 Ecureuil registration AP-BIM owned by government of KP. KP govt has 2 helicopters. The other one…,1523547735068393472,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,Thu May 16 10:16:52 +0000 2013,757,False,ABRAR ALI QURESHI,1432712191,abraraliqureshi
Mon May 09 06:20:09 +0000 2022,,1523398158340227072,retweet,RT @TahirImran: This is Eurocopter AS350B3 Ecureuil registration AP-BIM owned by government of KP. KP govt has 2 helicopters. The other one…,1523548359239569409,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Pakistan k ayin k sath,Sat May 07 02:29:04 +0000 2022,25,False,,1522765330619195396,Mj39171235
Mon May 09 06:20:51 +0000 2022,1349155426907156480,,,@TheSunshineVit1 2nd Long Covid Coalition Congress full version 🤗😘 https://t.co/LclidbIMIs,1523548533378646016,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",UK-based Charity to support #Longcovid Sufferers Globally #FBLC Our informational channel https://youtube.com/c/LongCovid19Foundation,Sat Apr 17 13:02:15 +0000 2021,1175,False,"York, England",1383405398288338950,longcovidfdn
Mon May 09 06:24:46 +0000 2022,,1523398158340227072,retweet,RT @TahirImran: This is Eurocopter AS350B3 Ecureuil registration AP-BIM owned by government of KP. KP govt has 2 helicopters. The other one…,1523549518415167488,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",صرف جمہوریت,Wed May 29 06:38:20 +0000 2019,1867,False,Faisalabad,1133623591705219074,supremacy_civil
