created_at,in_reply_to_user_id,referenced_tweet,ref_type,text,id,source,user_description,user_created_at,user_followers_count,verified,user_location,user_id,user_screen_name
Mon May 09 06:44:18 +0000 2022,1482278811093942272,,,@nurvera_ Bu fiyata satmaya razı olan A101'i s... lazımm😬,1523554437301559298,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Bağışlamam,

Affetmem,

Hatırlamam..",Fri Oct 13 21:09:36 +0000 2017,51,False,"Aydın Merkez, Aydın",918946849364631552,Mert_ay09
Mon May 09 06:47:05 +0000 2022,1278717446334156800,,,@cakmaustad Coin market A101 e dönü,1523555137003786240,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",#bist # btc coin analist stratejist tweterde yeni bir day trader mesele para kazanmak değil para kaybetmemek kaybetmeyen mutlaka kazanır  YTD,Mon Aug 30 06:43:52 +0000 2021,31,False,,1432232514962300930,hasan______1905
Mon May 09 06:48:41 +0000 2022,,1523256629780619264,retweet,RT @hzr_mhfz: Atanmayan öğretmen için Öğretmen İstihdamı Migros           : 15589 CarrefourSa  : 16457 Bim                 : 17768 A101    …,1523555539690856453,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",PDR,Tue Feb 22 17:14:29 +0000 2022,177,False,,1496171505964695561,NahifDan
Mon May 09 06:48:43 +0000 2022,,1523256629780619264,retweet,RT @hzr_mhfz: Atanmayan öğretmen için Öğretmen İstihdamı Migros           : 15589 CarrefourSa  : 16457 Bim                 : 17768 A101    …,1523555546187841536,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Din kültürü ve ahlak bilgisi öğretmeni,Thu Dec 30 19:02:17 +0000 2021,391,False,,1476629678760865804,Edaadkab
Mon May 09 06:51:45 +0000 2022,,1523256629780619264,retweet,RT @hzr_mhfz: Atanmayan öğretmen için Öğretmen İstihdamı Migros           : 15589 CarrefourSa  : 16457 Bim                 : 17768 A101    …,1523556310867795968,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",2021 KPSS atama bekliyor,Mon Jan 03 18:45:18 +0000 2022,230,False,,1478074879731765258,denizzz343434
Mon May 09 06:54:11 +0000 2022,,,,Orasını burasını göstermese a101 kasiyeri olacak tipleri ünlü ettiniz #NesrinCavadzade,1523556923383058433,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,Sat Nov 27 05:55:07 +0000 2021,5,False,,1464472720066990082,suskunsirin
